"Х Биосостав Дачный Актив 0,5л+2*50гр для дачных туалетов 1/9(2 года)",3, +  К 26.07.17 -  П 11.09.17 +, +  К 22.08.16 -  П 01.09.16 +  15.12.16 пер(СКЛАД недостача по производству) -  П 15.12.16 +, -  П 04.03.15 +, , , , , , ,5, ,5, , , ,5,1,6,11,6, ,6,7,28,2, ,5,1, , ,2, , ,5,3,3,6,5,1,1, ,1, ,1, , , ,1,1, , , , , , , ,5, ,5, ,1,1, ,6,1,1, ,2,5,17,1,11,25,6,23,10,22,17,10,11,16,19,22,3,9,5,3,2,1, ,1,5, , , ,1,3, , , , , , , , , , , , , , ,2, , , , , ,5,5,24, , ,15,8,18,16,20,4,20,14, , ,11,5,19,10, ,12,1,18,1,1,1,3,7, ,2, , ,2, , , ,10, , , , , , , , , , , , , , ,9, ,8,9,12,23,7,11,30,31,19,26,52,40,20,24,10,81,20,13,15,11,40,21,21,5,5,18,7,21, ,19, ,3,1,5, , , , , ,1, 
Х Биосостав Дачный Септик 500гр для очистки канализационных стоков 1/14(2 года),3, +, +, +  К 15.05.15 -  П 23.06.15 +,2,1,8, ,3, ,5,3,5,4,2,5, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,10,2, ,3,5,3,5,1, ,10,6,7,4,1,12,1,5,8,3,4,4, ,14,1,6,2, ,8, , , ,10,2,4,2,5, ,3,1,3,1, ,5, ,1, , ,1, , ,7, ,8, , , ,6,3,2,1,16,13,2,6,7,1,5,5,5,2,12,18,2, ,4, ,1,4, ,5, ,12, , ,1,2,5,12,3,2,4,11,2, ,2,1, ,3,1, ,1, , ,6,2,3,6,9,9,3,7,1,5,3,8,3,49,9,4,13,20,1, ,6, ,4,22,9,3,1,2,3,8,6,8,2,5,8,6,7,7,7,12,9,1, , , ,3,5, , , 
Х Биосостав Дачный-Н 1л для накопительных бачков 1/9(1 год),3, -  П 10.04.17 +  К 18.09.17 -  П 11.10.17 +, -  П 16.02.16 +  К 20.04.16 -, -  П 27.04.15 +, , ,1, , , , ,1,8, , ,1,5,2, ,1,3, ,6,1,2, , , , , , , , , , , ,3,3, ,1,2, ,1,1,9, , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , ,1,3,6, ,3,2,12, ,4, ,6, , ,1, ,1, ,1,7, ,1,11,1, , , , , , ,1, , ,3, , ,5, , , , , , , , ,3, , , ,1,3, ,5, ,2, , ,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,7,17,1,10, , ,1,8,2,2,1,3, ,8,3,1, ,1, ,2, ,3,5,3, , , ,5,2, , , 
Х Биосостав Дачный-Н 5*20гр для накопительных бачков биотуалетов 1/17(2 года),3, +, -  П 05.02.16 +  К 07.10.16 -  П 07.10.16 +, +  К 23.01.15 -  П 03.02.15 +  13.10.15 пер(ТЦ УССУРИЙСК) -, ,5,10, , , , , , , ,1,6,7,10,10,1,8, , , ,1,11,10,22, ,10, ,5,13,6,13,1,5, , , , , , , , ,6, , , , , , , , , , ,3, ,1,5,5, ,1,7,4, ,10,1, ,8,5,5, ,20,25, ,2, , , ,5,6,6,1,1,2,1,9,5, ,1, ,3, , ,5,1,3, , , ,5, , ,8, , , , , , , , ,5, , , , ,10,5,10,1,5,2, ,10,10,2,15, ,21, ,22,5,7,4,6,16,13,35,2,12, , ,1,12, ,15, , ,20,3, , ,4,1, ,1,1, , , ,5,10, ,2, ,2,5, ,5, , ,2,1,21,26,23,13,10,42,16,3,50,6,1,5,3,2,1, , ,1,8,5,14, , , , , , , , , , ,1, , , , , 
"Х Девон-Н 30гр для туалетов и выгребных ям, септиков 1/200(2 года)",3, +  К 27.09.17 -  П 04.12.17 +, +, -  П 12.03.15 +,20,10, , , , , , ,20,13,10,10,25, , , ,10,31,10,40, ,10,40,95,3,81, ,10,25, , , , ,20, ,10, , , ,1,10, , , , ,10,10, , , , , , , ,10, , , , , , , ,134, ,2,21, ,31,31, ,31,24,41,50,20, ,30,20,1,14,10,30,10, ,40, ,25, , , ,10, ,2, , , , , , , , , , , ,30, , , , , , , , , ,11,10, ,12, ,40,50,61,45,22,94,46,20,13,4,2,10,40,10,25, ,24,10, , ,60,10, , , , , ,10, , ,10, , , , , , , , ,1,3, , , , , , , ,10, ,10,30,10,81,50,20,29,55,67,30,32,30,40,22,16,3,24,10, ,20,30,30,12,1,11,10,10,1,30,10, ,14, ,2, , , ,9, 
"Х Дезон-БИО-В 0,5л для туалетов и выгребных ям, септиков 1/15(3 года)",3, -  П 21.02.17 +, -  П 08.01.16 +  К 25.07.16 -, +  13.10.15 пер(ТЦ УССУРИЙСК) -,3,2,27,4, ,7,6,1,16,2,20,15,15,1,16,6,28,26,26,12,61,16,38,51,16,40,16, ,7,26,16,1,26,9,10,15,2,8,15,5, , , , ,5,5, ,5, ,-1,25,6, , , , , , , , ,22, ,29,20,18,18,17,14,21,1,11,54,35,9,68,13,41,2,5,20,36,36,2,18,20,16,36,34,6, ,1,2,1,15, ,17,1, , , , ,4,1, , ,16, ,20,3,10,1,3,1,1,19,7,9,12,16,11,12,19,23,63,46,32,50,5,44,10,11,21,19,18,2,2,1, ,1,3,2, , , , , , , ,1, , , , , , , , ,1,8,6,10,31, ,11,4,18,7,10,3,15,4,1,28,25,11,32,13,7,16,30,52,6,11,16,16,21,7,21,2, , , , , , , , , ,1, , , , , , , , , 
Х Компост Биосостав Дачный 100гр 1/28(2 года),3, -  П 09.01.17 +, +  30.06.16 пер(СКЛАД недостача по производству) -, +  К 12.01.15 -  П 04.03.15 +, , ,1, , , , , ,1, , , ,10,1, ,1,10,10,8,5,6,10,15, ,1,2,3, ,12, ,6,5, ,10, ,10, ,1, ,1, , , , , , , , , , , , , ,1, , , , , , , , , , ,19, ,5, , ,28,5,12,39,33,1, , ,2,21, ,28, ,5,5, ,42, , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , ,10,10,6,25,11,10,18,1,5,38,32, , ,7,23, ,4,4, , , , , , , , , , , , , ,2, , , , , , , , , , , ,23, , , , , , , , ,11,1,1,5,36,3, ,21,11,1, , ,5,2,16,30,50,11,12,17,2, ,14,11,7,48,7,34,5,1, , , ,14, , , ,5,1, , 
"Х Компост Гуми-Оми-Компостин 0,5л 1/14(4 года)",3, +, -  П 11.02.16 +, +  К 02.02.15 -  П 03.02.15 +  02.03.15 пер(СКЛАД недостача по производству) -  П 11.03.15 +  К 26.06.15 -  П 08.07.15 +  К 13.07.15 -  П 23.09.15 +  К 01.10.15 -,5, , ,14,14,1,19,14,14,28,14,30,98,16,90,51,176,71,63,149,234,74,224,267,79,52,84,54,23,45,45,31,37,2,3,2,9,1,73,1,43,17,15,4,1,1,14,14, , ,15,1, , ,1,14, ,1, ,14, ,1, ,14, ,58,57,30,58,87,158,103,164,86,115,56,147,187,59,149,43,121,48,32,58,199,119,60,89,32,30,58,1,15, ,28, , ,2, , , , , , , , , , , , , ,157,28,99,61,173,18,107,77,126,120,89,157,202,116,43,253,75,14,84,57,90,45,51,32,82,58, ,46,42,86,17,47,19, ,5, , , , , , , , , , ,15, , , ,31, ,32,42,5, ,2,56,11,60,155,105,223,93,93,132,128,132,88,139,111,3,60,49,7,13,7,7,8,6,3,13,3,144,74,3,14,6,1, , , , , , , , 
Х Компост Мечта червяка 1л концентрат 1/12(3 года),3, +, -  П 26.01.16 +  К 05.10.16 -  П 07.10.16 +, -  П 09.04.15 +  К 05.06.15 -, , , , , , , , ,3, , ,1,2, ,1,5,9,8, ,2,2,6,6,3, , ,5,2, , , ,1,1,3, ,1,1,1,1, ,1, , ,3, , , , , , , , , , , ,1, , , , , , ,3,9,2, ,3, , ,3,6,3,10,5,6,1,1,3, , ,1, ,3, , ,1, ,1,5, , , , ,1, , ,1, , , , , , , , , , ,12,13, , , , ,12, ,2,3,1,5, , ,1, , , ,10,10, , , ,12, ,6, , ,4, , , , ,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,11,16,13,15,3,8,1, , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , 
"Х Сан Септико Проф 2*17гр для дачных туал, септ, канализ, выгребн ям 1/100(5 лет)",3, +  К 28.03.17 -  П 29.03.17 +, +, +  К 16.06.15 -  П 24.12.15 +,10,3,35,23,2,7,15,22,20, ,5,3,10,8, ,17,51,4,72,21,3,17,21,26,15,31,10,27,30, ,5,21,8,17,1,18,1,3,9,7, ,1,10,2, ,15,1,24,3, ,10,3, ,1,30, , ,10,18,5, , ,196,3,2,20, ,16,24,3,39,40,5,7,10,42,21,59,5,25,21,22,21,10,3,20,6,13,20,7,1,3,1,6,25, ,20, ,12,3,5, , , ,10, ,20, ,10, ,3,5,16,8,10,34,15, ,10,15,41,15, ,61,11,20,35,5,30,10,3, ,24,20,20,14,20,4,10,38,32,5,10,10,12,14,30, , , , , ,1,1,21, , , , ,4,5,1,30,35,23, ,1,1,5,27,22,110,76,110,36,80,135,52,7,22,20,7,9,9,8,3, , , , , , , , , , , , , , , , , , , , , , 
Х Санэкс 100гр биопрепарат для выгребных ям и септиков 1/50(3 года),3, +, +  К 26.05.16 -  П 19.12.16 +, +, , , , ,3, ,3,21,10, ,1, ,2,10,12,15, ,3,15,5,12,15,36,10,1,13, , ,8, , , ,15,52, ,1, , ,1, ,1,22, , , ,10, , , ,3, ,6, , , , , ,5, , ,10,11,2,1,5,6,1, ,16, ,11,25, ,10, ,30,17,16,7,105,5,11,-90,5,12,21,1,13, ,2, , ,5, ,1,5,1, ,20,1,3, ,1, ,5,3,1, , , ,10,11, ,10, ,12, ,31,16, , ,10, ,11,28, ,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13, , ,4,5, , , ,18, , , ,13, , ,3,1, ,36,1,5,20,15,6,15, ,1, ,6, ,15,10, ,3,22,6,1,25,4,2,13, ,3, ,1, , ,1,1
Х Средство для очистки прудов и декор водоемов Робин грин 25гр 1/6(2 года),3, +, +, +  К 14.04.15 -  П 05.06.15 +  К 30.06.15 -  П 09.09.15 +, , , , ,1, , , , , ,1, , , , ,1, ,1, , ,2,5,12,10,11,1,13,3,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, , ,4, , ,12, ,26,2,1,6,9,1,41,15,10,18, ,6,6, , ,3, , , , , , , , , , , , , , , , , , , , , ,6, , , ,6, , ,36, , , ,4,7,8,2,6,3,21,24,6, ,9,2, ,15, ,6,1,1, , , , , , ,6, , ,1, , , , , , , , , , ,1,2, ,1, , , , , , , , , , ,18,1, , ,1,1,2, ,12,23,12,11,3, , , , , , , , ,6,8,6, , , , , , , , , , , , , 
Х Компост Ускоритель компостирования 1л Огородник 1/6(5 лет),3, +  К 12.05.17 -, +  К 03.10.16 -  П 07.10.16 +, +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,8,7,1,6,6, , ,7,18,2,32,14,20,41,20,81,69,24,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,6,6, ,8,20,73,15,51,13,43,24,95,88,95,114,20,66,90,100,48,84,54,20,70,75,40,8,45,60,21,28, ,28,8,38,20,7,1,1,8,18, , , , ,2, ,1, , ,3,12, ,42,9,21,15,6,9,32,19,13,12,21,63,50,128,76,101,79,144,113,103,73,90,108,4,1,2, , , , , , , , ,72,67,52,7,18,20,16, ,6, , ,2,1, 
Х Живая роза 20гр сохранение срезанных цветов 1/100(3 года),3, -  П 05.01.17 +, +  К 12.05.16 -, +, ,3, , ,12, , ,5,10,6, , , ,20,1,30,10, , , ,11, , ,10,20, ,11, , , ,10, ,20, , , ,9, , , ,2,1,21,20, , , ,1, , , , , ,51,1,10,20,50, ,1,37,13,1,2,10,16, ,1, ,32,10,1,2, , , ,10, , , , , , , , ,10,9, ,10,10, , , ,25,3,10, , , , , , , , , , ,50, ,50,10,70,10,13,10, , ,100, , , ,10, ,11, , ,2,1, , ,3,3, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,10,10,20,6, , ,1,2,10, ,2, , , , , ,1, , , , , ,10,10, , , , ,10, , , , , ,20, , ,5,20,2, , , , , , , ,32
Х Живые цветы 15гр 1/100(3 года),3, -  П 05.01.17 +, +  К 05.05.16 -, +, ,5, , , ,5,10,5,20,5, , , ,11,20,30, , , , ,12,1,1, ,12, ,22, , ,15,10, , , , , ,3,10, , , , ,22, , , , , , , , , ,30,50, ,20,20, , , ,12,23,10,1, ,30, ,1, ,14,20,50,3,50,1,2,10, ,2,10,10, , , , , ,22,10,10,10, , , ,37,2,10, , ,5,1, , ,1,1, , , , ,50,10,20,21,32,1, , ,101,1, ,10, ,95,1, , , ,5, ,1,2, , , , , , ,1, ,5, , , , , ,1,11, , , , , , , , , , , , , , , , , , ,10, ,8,10,20, ,11, ,53,10,20, ,19, ,12,10, , ,10,10,1, , , ,10,5, , ,1,2,21,10, , ,30,24, , ,20, , , ,31,34
